file_name,token_count,unknown_count,readability,unknown_words,text
output/texts/text_044.txt,170,4,97,"['jano', 'planco', '<', 'lentissimi']","Non è inverosimile che Conca sia scompar-
sa sotto l’acqua in seguito ad un fenomeno al-
luvionale. Molti paesi vicini al delta del Po in
questi ultimi anni sono stati sommersi in se-
guito ad alluvioni e pare che anche in tempi an-
tichi, nella zona del delta padano, e vicino alle
valli di Comacchio, questi fenomeni di sommer-
sione di città, in seguito a violente alluvioni, non
siano stati infrequenti come riferisce lo stesso
storico Jano Planco.

Può darsi benissimo che in epoca antichis-
sima il fiume Conca sia stato molto più ricco

d’acqua e che forti precipitazioni atmosferiche
<

abbiano provocato alluvioni non dissimili da
quelle che si verificano lungo il Po.

Il fatto che coloro che poterono osservare la
Città Sommersa tre o quattro secoli fa, la descri-
vono concordemente come una città abbando-
nata, più che una città distrutta in seguito ad
avvenimenti di una certa violenza, fa supporre
che Conca sia scomparsa sotto le acque come
conseguenza di movimenti lentissimi cui vanno
soggetti i continenti e che si rendono più evi-

"
output/texts/text_045.txt,162,4,97,"['spiaggie', '—', '—', 'gabicce']","denti lungo le spiaggie dei mari. Questi movi:
menti di sommersione, generati da cause geoter-
miche, dovute al contrarsi del nucleo interno del
globo per il progressivo raffreddamento ed il
conseguente modellarsi della crosta terrestre,
compresa — naturalmente — quella sub-acquea,
possono aver determinato l’abbassamento della
città e la contemporanea invasione delle acque
che hanno costretto gli abitanti ad abbandonare
l'abitato ed i depositi ove erano custoditi i nu-
merosi vasi vinari ed oleari ritrovati sparsi nello
specchio d’acqua antistante la città sommersa
ed ivi trascinati dalle correnti marine.

La supposizione più attendibile resta co-
munque quella che la città sia stata sommersa
in seguito al costante fenomeno di erosione ca-
ratteristico della zona in esame e tuttora in
atto (anche se in forma meno evidente) e che si

può osservare subito al di là della darsena del
Porto-canale di Cattolica e Gabicce Mare a po-
che centinaia di metri a ponente della zona in

questione.
Tale fenomeno, inoltre, come sopra precisa-

"
output/texts/text_046.txt,160,4,97,"['amateurs', '2030', '<', 'gabicce']","to, può essere stato accelerato da franamenti in
mare dei promontori sovrastanti la zona, dando
luogo alla formazione di nuove correnti erosive
che concorsero ad affrettare l’opera di erosione
già in atto.

Una recente esplorazione della zona, com-
piuta da « amateurs » muniti di moderni mezzi
per la ripresa cinematografica subacquea tra-
smessa dalla Rai-Tv Italiana con il telegior-
nale delle 20.30 il 26-10-1959 ha dato risultati
positivi circa l'attendibilità delle supposizioni
sull’ubicazione della Città Sommersa con il ri-
trovamento di numerose anfore romane, ma

<
causa le acque torbide dovute alla stagione

avanzata (mese di ottobre) non è stato possi-
bile effettuare ricerche più accurate per de-
terminare se i massi che si intravedono sotto
la superficie dell'acqua da Gabicce Monte (quan-
do le acque sono eccezionalmente limpide) e
che risultano ordinati in maniera da identifi-
carsi con la planimetria di edifici e di isolati
urbani secondo i criteri urbanistici delle civiltà
più antiche, siano semplici scogli o avanzi di un

"
output/texts/text_047.txt,178,6,96,"['trovasi', 'gabicce', 'gabicce', 'pò', 'gabicce', 'quin']","antico abitato. La zona in questione trovasi a
poche decine di metri dal lido sotto lo strapiom-
bo all’inizio di Gabicce Monte sul versante di
ponente e quindi a circa m. 400 in linea d’aria
dal porto-canale di Cattolica e Gabicce Mare.

Le ricerche effettuate sino ad oggi, purtrop-
po, non hanno mai avuto carattere scientifico e
sono state condotte da appassionati di pesca su-
bacquea più che da studiosi specializzati in ma-
teria di ricerche archeologiche.

Le numerose città morte sparse un pò ovun-
que nel nostro Paese esercitano sempre un fa-
scino misterioso per il turista italiano e stra-
niero attratto dalle vestigia di una vita scom-
parsa per volere degli uomini o per eventi della
natura, che ha lasciato forti traccie nella storia
e nell’arte. Tranne le più celebri, molte di tali
città sono poco o per nulla conosciute e fra
queste la Città Sommersa continua a dormire
il suo sonno secolare indisturbata.

L’appurare se i massi che giacciono sul fon-
do del mare davanti a Cattolica e Gabicce Mare
siano gli avanzi di un’antica civiltà diviene quin-
"
output/texts/text_048.txt,0,0,100,[],
output/texts/text_049.txt,0,0,100,[],
output/texts/text_050.txt,16,0,100,[],"di una necessità turistica oltre ché culturale, che
potrebbe sortire risultati vantaggiosi anche agli
effetti reclamistici.
"
output/texts/text_051.txt,0,0,100,[],
output/texts/text_052.txt,131,4,96,"['gabicce', 'xv', 'trovasi', 'profodata']","Il Racconto di Pompilio

Ancor oggi gli abitanti di queste contrade si
tramandano le notizie lasciate in eredità dai pa-
dri circa l'enorme frana che in tempi remoti
precipitò in mare dalla sommità di Gabicce
Monte, formando un molo naturale che con il
tempo, data la sua composizione argillosa, si
sarebbe disciolto per divenire fanghiglia sotto
l’azione delle correnti marine. La frana, caden-
do a levante dell’abitato dell’antica Conca, già
minacciata dall’erosione, avrebbe affrettata la
scomparsa della città sotto l’acqua.

In una carta geografica che si fa risalire alla
fine del XV secolo (l'originale trovasi presso la
sede della Cassa di Risparmio di Pesaro), Conca
viene indicata come un lembo di terra circon-
data completamente dalle acque di fronte a
Cattolica con la dicitura: « Conca - città pro-
fodata ».

"
output/texts/text_053.txt,149,2,98,"['fanano', 'crostomio']","La leggenda vuole che il seguente « Raccon-
to » venisse alla luce in seguito al ritrovamento
di un’antica pergamena racchiusa in un'anfora
di fattura greco-romana, rinvenuta in una fossa

terragna alle falde della frazione « Fanano » in

provincia di Pesaro.

Secondo la leggenda, la pergamena fu cedu-
ta dal colono che la rinvenne, oltre due secoli
fa, al parroco di una vicina frazione ed in se-
guito a vari e successivi passaggi di proprietà
finì per andare completamente smarrita.

Il racconto di Pompilio.

... Le schiene curve lucide di sudore, gli uomi-
ni in fila tiravano con evidenti sforzi le robuste
corde alle estremità delle quali erano saldamen-
te legati dei solidi tronchi di pino, strettamente
uniti fra loro da altre funi, sui quali venivano,
trainati dei massi di pietra che il Consiglio
degli Anziani aveva fatto venire dalle vicine ca-
ve della valle del Crostomio.

Gli uomini erano a dorso nudo, i fianchi cin-

"
output/texts/text_054.txt,147,6,95,"['sommer', '‘', 'gere', 'cajo', 'temparius', 'perchè']","ti da leggeri perizoma, e soffrivano visibilmente
sotto i raggi infuocati del sole che dardeggiava
le schiene nude ; sembravano schiavi di un dispo-
tico Faraone, ma nel loro caso, il padrone ineso-
rabile che imponeva queste fatiche sovrumane
era il mare, la natura. Per difendersi dall’avan-
zare del mare, per proteggere le loro case e la
loro stessa vita dalla furia delle mareggiate do-
vevano affrettarsi a costruire una scogliera che
difendesse la loro città, minacciata dall'erosione
delle correnti marine, che serravano in un’ine-
sorabile morsa liquida i margini della città. L'ul-
tima mareggiata aveva minacciato di sommer-

‘

gere l’abitato...

L'anziano Cajo fungeva da « temparius » e

con voce stentorea, coordinava gli sforzi degli
uomini, perchè dall'azione unisona scaturissero
risultati più efficaci e validi, nella faticosa e len-
ta opera di spostamento dei massi verso il mare,
dove sarebbero stati collocati per formare una
scogliera di difesa.

"
output/texts/text_055.txt,139,3,97,"['cajo', 'perchè', 'domitio']","« Riposatevi ora, disse Cajo, e bevete a picco-
li sorsi acqua e aceto per smorzare l’arsura e per
rinvigorire il corpo, perchè nuove energie nasco-
no per affrontare quest’impari lotta contro il
mare che appare avido di vite umane ».

Gli uomini, più che sdraiarsi, caddero ebbri

di fatica al suolo ed incuranti dei saggi consigli

del vecchio bevvero avidamente dalle anfore che
le donne porgevano loro e versarono copiosa-
mente l’acqua sulle teste e le schiene arse, men-
tre il sudore salmastro, cadendo sulle labbra,
aumentava la sete.

Le donne, inginocchiate, cospargevano le
spalle ed i fianchi degli uomini di unguenti ed
olii per lenire il bruciore provocato dalle ferite
che le ruvide funi avevano scavato sui corpi.

« Domitio, speriamo che le divinità del mare
siano così benigne da concederci il tempo neces-
sario per condurre a termine le nostre fatiche

"
output/texts/text_056.txt,177,7,96,"['cajo', 'raccontaci', 'cimentarmi', 'allorchè', 'perchè', 'cajo', 'spiegarmi']","prima che nuove mareggiate tempestino il lido.
L'anno scorso il mare infuriato fu causa di mol-

ti danni, poiché distrusse tutti i magazzini di
cereali e non contento pretese il sacrificio di
molte vite umane ».

« Cajo, tu che sei più anziano di noi, raccon-
taci da quanto tempo dura questa lotta fra il ma-
re e gli abitanti della nostra città? Quando ero
fanciullo ricordo che di fronte alle nostre case
vi era un vasto arenile ove mi recavo per cimen-
tarmi nei ludi sportivi con gli altri fanciulli;
allorchè il mio volto cessò di essere glabro, quel
lido già non esisteva più, perchè il mare lo aveva
inghiottito ». la
Cajo alzò gli occhi e guardò la vasta distesa del
mare.

« In tenera età, il mare era a ottocento passi
da dove è oggi. Non so spiegarmi il motivo del
suo avanzamento; certo gli dei, che con i loro
cocchi trainati da grossi mostri marini si ser-
vono delle correnti marine per rendere più spe-
dito il loro viaggiare, ogni anno hanno trasferi-
to il loro passaggio sempre più in prossimità del-
"
output/texts/text_057.txt,167,2,98,"['averci', 'placarlo']","la nostra terra; evidentemente Nettuno deside-
ra che i confini del suo regno siano estesi, ma
per non irritare le divinità terrestri egli s’impos-
sessa in maniera subdola ed impercettibile dei
dominii terrestri. Quel che in tenera età sembrò
ai miei avi cosa trascurabile, nel tempo ha as-
sunto proporzioni allarmanti tanto che ignoro,
in verità, quale sarà il nostro destino su questo
amato lembo di terra.

E’ possibile che Nettuno non gradisca questa
nostra opposizione e resistenza alle sue mire;
d’altro canto noi abbiamo il dovere di difendere
questa terra che ci ha ospitati e nutriti per se-
coli, offrendoci i doni più pregiati delle sue vi-
scere. E’ probabile che le divinità marine pre-
tendano un compenso per averci concesso di
navigare sulle loro acque e per aver noi sottrat-
to dal grembo del mare copiosi pesci. Dovremo
offrire sacrifici al Dio Nettuno con l’intento di

placarlo e con la speranza che egli voglia essere

più benigno con la nostra terra.

Lo scorso anno le mareggiate furono di una

"
output/texts/text_058.txt,5,2,60,"['gabicce', 'gabicce']","Gabicce mare e Gabicce monte
"
output/texts/text_059.txt,2,0,100,[],"Anfore antiche

"
output/texts/text_060.txt,163,1,99,['perchè'],"violenza inaudita e molti miei parenti ed amici,
infermi ed in tarda età, non potendo fuggire pre-
cipitosamente di fronte all’incalzare impetuoso
delle onde, perirono miseramente tra i flutti.

I commercianti greci ai quali non fummo in
grado di consegnare le partite di grano, olio e
vino ordinate nel precedente viaggio, hanno
minacciato di interrompere gli scambi commer-
ciali con la nostra città, qualora noi non saremo
in grado di assolvere i nostri impegni. E’ com-
prensibile, perchè i commercianti greci non pos-
sono certamente assoggettarsi ad un lungo e pe-
ricoloso viaggio per poi ritornare in patria privi
delle merci per le quali ardirono affrontare il
viaggio stesso. Essi hanno fatto intendere che
se ciò avrà a ripetersi, saranno costretti ad an-
nullare i traffici con noi per dirigersi verso altri
lidi più sicuri e protetti dalle divinità marine.

Orsù, è tempo di riprendere la fatica; men-

tre voi riposavate ed io cianciavo il mare non si
è concesso ozio e con le molli e viscide gengive

"
output/texts/text_061.txt,155,1,99,['mostrarle'],"ha continuato a suggere instancabile nelle vi-
scere della terra ».

Aristide il Greco e Valerio s’alzarono per pri-
mi e cingendo i corpi con le grosse e ruvidi funi
incitavano i compagni a riprendere il lavoro.

Il mare nel suo lento progredire verso la

terra aveva ormai invasa la piazza ove sorgeva
il tempio a Giove; tronchi di pino erano stati
piantati nel fondo del mare in duplice fila a di-
stanza di un metro l’uno dall’altro e nell’inter-
capedine erano stati rovesciati centinaia di car-
ri di pietrisco, di ghiaia e terra argillosa con un
spesso strato alla sommità, ma il mare con la
sua furia aveva distrutto tutto ed i pochi tron-
chi rimasti contorti nei loro alveoli sottomarini
sembravano una chiostra irregolare di denti.
Il mare, avido, lambiva infatti la bocca con-
torta che aveva osato mostrarle i denti e con bra-
mose e frementi carezze palpeggiava i tronchi su-
perstiti che ancora si opponevano all’olocausto

"
output/texts/text_062.txt,142,3,97,"['—', '—', '=']","umano che agognava. La massa liquida guatava
la terra vicina e come un polipo ciclopico allun-
gava i liquidi tentacoli — senza fretta — in pa-
ziente attesa, sicura della preda ormai prossima.

Gli anziani avevano deciso di rafforzare i)

nuovo sbarramento di tronchi con una scogliera
antistante di solidi massi, nella speranza che
così potesse resistere al mare. Le palificate di
tronchi e la scogliera, si estendevano parallele
lungo tutto il fronte dell’abitato.

=

I marinai greci e gli abitanti della città, prov-
vedevano a caricare le navi da trasporto che era-
no venute dalla sponda opposta per ritirare il
vino, l’olio ed il grano che erano stati accumula-
ti nei vasti magazzini. I greci avevano in prece-
denza scaricato stoffe finemente intessute,
vasellame artisticamente lavorato, unguenti e
balsami pregiati, colori fenici per la tinta dei
tessuti, utensili ed armi che erano poi il prezzo

"
output/texts/text_063.txt,153,1,99,['salutarti'],"pattuito per l’acquisto delle derrate alimentari

che ora caricavano sulle loro navi.

Nelle osterie i più anziani discutevano di fu-
turi traffici e scambi commerciali, mentre offri-
vano agli ospiti greci l'’ambrato vino dei vicini
colli; le donne attingevano acqua ed accudivano
ai fuochi sui quali gli uomini arrostivano pesci,
dalle carni sapide e delicate, mentre su altri
cuocevano dei quarti interi di vitello.

Qualche giovane, preso dall’euforia dell’inso-
lito movimento, aveva ecceduto nelle libagioni
ed ora barcollante e con mosse goffe si aggirava
tra la folla seguito dagli schiamazzi dei fanciulli
e dal festoso abbaiare dei cani.

Nel tempio, i sacerdoti offrivano a Giove
coppe di vino dolcificato con miele, mentre sul-
le tolde delle navi, indovini greci interrogavano
le viscere degli animali sacrificati per offrire riti
propiziatori alle loro divinità per il viaggio di
ritorno.

..« Aristide, il tuo vecchio padre mi ha in-
caricato di salutarti e ti prega ancora una volta
"
output/texts/text_064.txt,197,5,97,"['perchè', 'perchè', 'perchè', 'spegnendosi', 'finchè']","di fare ritorno con noi alla terra natale, ove
sono i tuoi dei ed ove riposano le ossa dei tuoi
gloriosi antenati. Tuo padre dice che non ha bi-
sogno delle tue braccia perchè i tuoi fratelli,
nulla gli fanno mancare e provvedono gioiosi ad
esaudire ogni suo desiderio. Lamenta solo che il
suo vecchio cuore sente la mancanza del giovane

figliuolo errabondo ; egli ti prega di fare ritorno

perchè egli possa riversare su te l’affetto che ti
spetta e perchè la tua vicinanza gli riscaldi il
cuore che va spegnendosi man mano che la lin-
fa che tiene acceso il fuoco divino della vita va
abbandonando il suo vecchio corpo.

..« Capitano, ringrazia il vecchio padre del
suo gentile invito e degli affettuosi saluti e digli
che il sole non attraversa l’arco del cielo senza
che io non l’abbia ricordato più volte; né ho di-
menticato la terra che mi dette i natali ed ove
sul maestoso Olimpo dimorano gli onnipotenti
dei della Grecia. Il mio destino, però, è quello di
vagare e questo desiderio, sono certo, arderà
in me finchè il mio cuore reggerà la fatica delle
gambe. Va capitano e guida i tuoi uomini di

"
output/texts/text_065.txt,163,5,96,"['minac', 'cioso', 'lodea', 'finchè', 'oftrire']","nuovo ai lidi della mia patria amata e guida af-
fettuosamente nel cuore di mio padre il mio ri-
conoscente ricordo ».

« Alba, il mare è di nuovo gonfio e minac-

cioso e temo... ».

« Non temere, Lodea, l'argine ha resistito
ormai per due anni e gli dei degli inferi tengono
saldamente radicati con gli adunchi artigli i
tronchi ed i massi in mare che difendono le no-
stre case. Le divinità sotterranee contendono a
Nettuno il possesso della nostra città e la loro
tenace presa fa temere addirittura che essi vo-
gliano trascinare la nostra terra nei loro tene-
brosi domini. Non aver più alcun timore; anche
i nostri uomini sono ormai tranquilli e sereni e
da mesi e mesi non s’odono più parole di paura.
Il mare è divenuto benigno e finchè continuere-
mo ad oftrire copiosi sacrifici a Nettuno le sue
mire di conquista rimarranno assopite. Il freddo
è così intenso che il mare non sente alcun desi-
derio di uscire dal suo letto. Gli dei terrestri

"
output/texts/text_066.txt,150,2,98,"['cajo', 'unghiare']","inoltre ci sono propizi. Cajo, l'anziano, ha assi-
curato che non corriamo più alcun pericolo ».

La pioggia cadeva fitta da ormai dieci giorni
ed i torrenti, gonfi ed impetuosi fino all’invero-
simile, scendevano rabbiosamente verso il ma-
re, strappando nella loro folle corsa canne e
sterpaglie lungo gli argini. Il mare era cupo ed il
cielo pareva la volta degli inferi. Le onde, mas-
sicce e compatte, erano arrivate alle case.

La palificata e la scogliera resistevano agli
assalti dei marosi, ma si intravedevano solo
saltuariamente sotto la massa dell’acqua, quan-
do questa retrocedendo per prendere nuovo
slancio e vigore si abbassava per unghiare irosa
tutto ciò che trovava sul suo passaggio.

Lampi accecanti, simili a scheletri illumina-
ti da fuoco interno, squarciavano il buio della
notte.

Molte famiglie si erano già riparate sui vi-
cini colli; le donne, i bimbi ed i vecchi erano
stati i primi a partire. Molti uomini si erano
"
output/texts/text_067.txt,161,2,98,"['rovesciò', 'ognì']","rifiutati di abbandonare le case già invase dalle
acque e le spose di alcuni di essi si attardavano
nel vano sforzo di salvare le poche ricchezze do-
mestiche ancora risparmiate dalla voracità del
mare.

I più ostinati speravano che la palificata
resistesse alla furia del mare e dai tetti delle
loro case osservavano in muta attesa che il cata-
clisma avesse termine.

Improvvisamente un rombo sinistro e cupo
fece tremare per un breve istante la crosta ter-
restre e fu visto la sommità del colle rovesciare
in mare; subito dopo un’ondata più grossa delle
altre si rovesciò con violenza ciclopica sugli sco-
gli e la palificata e schiumando di rabbia si tra-
scinò dietro i tronchi divelti che in una frene-
tica e scomposta danza, penetrarono nelle vie,

nelle piazze e nelle case travolgendo ognì cosa

sul loro passaggio.

Fu visto un tronco acuminato infilzare un
cadavere e spinto dall'impeto delle successive
ondate, il tronco si sollevò per mostrare trion-
fante il suo macabro trofeo umano.

"
output/texts/text_068.txt,139,1,99,['cajo'],"Una colonna del tempio non resistette all’ur-
to massiccio dei tronchi e crollando trascinò
seco la volta del tempio che come il coperchio
di un sarcofago si chiuse inesorabilmente sui
cadaveri dei sacerdoti proni vicino alla statua
del loro dio, che sedeva decapitato sul suo tro-
no, testimone impotente e muto della vittoria
delle divinità marine.

Una folgore illuminò d'un tratto la sommità
della torre e come vermi aggrovigliati in un ul-
timo spasimo di bestiale terrore, un gruppo di
uomini precipitò nel mare sottostante seguito
da una scia di fuoco.

Il dodicesimo giorno, all’alba, il sole apparve

ad illuminare la tragedia nei suoi macabri con-
torni. Il mare, acquetato e sazio, lambiva stan-
camente i cadaveri che ondulando entravano ed
uscivano dai vani delle case; gli occhi sbarrati
erano rivolti al cielo.

..« Cajo, fortuna volle che tu salvassi la vita

"
output/texts/text_069.txt,130,5,96,"['salvandomi', 'perchè', 'nepoti', 'ritornerà', 'perchè']","fra tanti derelitti per poter ricostruire con i su-
perstiti la città sommersa sulla sommità del
colle. Tu sarai di guida ai figli di Conca, spro-
fondata miseramente nel mare e la tua saggezza
farà rifiorire le case, il tempio, la città ».

« Pompilio, la sorte mi fu più avversa che
benigna salvandomi la vita perchè avrei prefe-
rito perire con i miei diletti figli e nepoti, ma il
destino volle che un'onda mi gettasse sulla terra
ove i compagni superstiti mi rinvennero privo
di sensi. Noi abbiamo ricostruito la città di Con-
ca sulla sommità di questo colle, ma il destino
degli uomini è vicino il mare ed un giorno la
progenie ritornerà in prossimità del mare per-
chè Conca risorga dalle sue rovine più forte ed
orgogliosa che mai ».

Pompilio, schiavo e scriba

"
output/texts/text_070.txt,13,0,100,[],"INDICE

Premessa Pag. 5
La Città Sommersa » 17

Il Racconto di Pompilio » 55
"
output/texts/text_071.txt,0,0,100,[],
output/texts/text_072.txt,68,13,80,"['emicio', 'rosserti', 'lurci', 'tonini', 'lurci', 'tonini', 'ii', 'fravio', 'bronpo', 'lranpro', 'alberti', 'aressanpro', 'serpierri']","(1) Emicio Rosserti: La Romagna.

(2) Lurci Tonini: Storia di Rimini.

(3) Lurci Tonini: Rimini avanti il principio dell’era vol-
gare.

(4) Lucano: 1. b. II

(5) Cesare Rom: Guida - Ricordo di Numana, Osimo,
1927.

(6) Fravio Bronpo: Italia Illustrata, Venezia, 1958.
(7) Lranpro ALBERTI: Descrizione dell’Italia, Venezia, 1567.

(8) Aressanpro SerpIERrI: Sul terremoto avvenuto in Ita-
lia la notte dal 17 al 18 marzo 1875, Roma, 1875.
"
